,X,Y,name,qs_id,gn_id,woe_id,gn_pop,placetype,gn_fcode,name_adm1,gn_country,woe_adm0,name_adm0,photos,photos_all,photos_1k,photos_9k,photos_sr,photos_9r,pop_sr,aaroncc,actionplan,_placetype,_newplan,wof_id,_joinme,_joinme2
5000,-5.88013,34.98865,Ksar Bjir,629487,6546383.0,,14876.0,,ADM3,,MA,,,,,,,0,0,6,MA,3.0,localadmin,import,,,
5001,-9.37804,30.4867,Amskroud,629488,6546384.0,,9988.0,,ADM3,,MA,,,,,,,0,0,5,MA,3.0,localadmin,import,,,
5002,-7.19531,30.56964,Taznakht,629489,6546385.0,,6185.0,,ADM3,,MA,,,,,,,0,0,5,MA,3.0,localadmin,import,,,
5003,-5.16038,35.16889,Talambote,629546,6546444.0,,10659.0,,ADM3,,MA,,,,,,,0,0,6,MA,3.0,localadmin,import,,,
5004,-5.12881,35.30188,Tassift,629547,6546445.0,,8139.0,,ADM3,,MA,,,,,,,0,0,5,MA,3.0,localadmin,import,,,
5005,-5.04424,35.37009,Tizgane,629548,6546446.0,,11711.0,,ADM3,,MA,,,,,,,0,0,6,MA,3.0,localadmin,import,,,
5006,-5.78307,35.63425,Azzinate,629549,6546447.0,,4895.0,,ADM3,,MA,,,,,,,0,0,4,MA,3.0,localadmin,import,,,
5007,-5.96637,35.37445,Sidi Lyamani,629550,6546448.0,,9785.0,,ADM3,,MA,,,,,,,0,0,5,MA,3.0,localadmin,import,,,
5008,-5.34462,35.57856,Tetouan,629551,6546449.0,,318698.0,,ADM3,,MA,,,,,,,0,0,10,MA,3.0,localadmin,import,,,
5009,-5.60228,35.45899,Bghaghza,629552,6546450.0,,6457.0,,ADM3,,MA,,,,,,,0,0,5,MA,3.0,localadmin,import,,,
5010,-6.13629,34.43931,Ermilate,629553,6546451.0,,15303.0,,ADM3,,MA,,,,,,,0,0,6,MA,3.0,localadmin,import,,,
5011,-3.74127,35.05082,Ijermaouas,629554,6546452.0,,11288.0,,ADM3,,MA,,,,,,,0,0,6,MA,3.0,localadmin,import,,,
5012,-3.93155,34.14786,Galdamane,629555,6546453.0,,21111.0,,ADM3,,MA,,,,,,,0,0,7,MA,3.0,localadmin,import,,,
5013,-11.92012,27.93327,Akhfennir,629596,6546493.0,,1575.0,,ADM3,,MA,,,,,,,0,0,3,MA,3.0,localadmin,import,,,
5014,-12.85308,27.46033,Daoura,629597,6546494.0,,876.0,,ADM3,,MA,,,,,,,0,0,2,MA,3.0,localadmin,import,,,
